2000;531.7
2001;464
2002;513.8
2003;482.2
2004;573.3
2005;395.2
2006;817.5
2007;812.4
2008;461.8
2009;289.1
2010;602.5
2011;856
2012;849.1
2013;621.5
2014;564.5
2015;707
2016;365.5
2017;314
2018;682.3
2019;361
2020;620
2021;535.9
